Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-29,11.507109642028809,11.507109642028809,11.507109642028809,11.507109642028809,0,0.0,0.0,0.0
2023-05-30,11.507109642028809,11.507109642028809,11.507109642028809,11.507109642028809,0,0.0,0.0,0.0
2023-05-31,11.507109642028809,11.507109642028809,11.507109642028809,11.507109642028809,0,0.0,0.0,0.0
2023-06-01,11.49943733215332,11.49943733215332,11.49943733215332,11.49943733215332,0,0.0,0.0,0.0
2023-06-02,11.545466423034668,11.545466423034668,11.545466423034668,11.545466423034668,0,0.0,0.0,0.0
2023-06-05,11.545466423034668,11.545466423034668,11.545466423034668,11.545466423034668,0,0.0,0.0,0.0
2023-06-06,11.545466807687541,11.622180432921274,11.545466807687541,11.614509582519531,30502000,0.0,0.0,0.0
2023-06-07,11.660537930044395,11.760266304016113,11.652866347830644,11.760266304016113,15679500,0.0,0.0,0.0
2023-06-08,11.760267001083305,11.760267001083305,11.606839005725877,11.637524604797363,13244650,0.0,0.0,0.0
2023-06-09,11.714237719087867,11.72958015118632,11.698894555387103,11.721908569335938,6175100,0.0,0.0,0.0
2023-06-12,11.798623537116878,11.798623537116878,11.752594775227482,11.783280372619629,5857557,0.0,0.0,0.0
2023-06-13,11.913696206232249,12.005753012794731,11.898353770939734,11.998082160949707,7130628,0.0,0.0,0.0
2023-06-14,12.013422238069529,12.028765401952723,11.982736641905458,12.00575065612793,5334093,0.0,0.0,0.0
2023-06-15,12.044107939193545,12.05945110321045,12.005750760753607,12.05945110321045,4328418,0.0,0.0,0.0
2023-06-16,12.044107552857591,12.044107552857591,11.921365171068834,11.990407943725586,5389509,0.0,0.0,0.0
2023-06-19,11.990410577502217,12.06712421716972,11.967396558762212,11.998082160949707,3589001,0.0,0.0,0.0
2023-06-20,11.998079136170597,12.036435580533254,11.898350771302672,11.921364784240723,4517793,0.0,0.0,0.0
2023-06-21,11.875335693359375,11.883007274657437,11.790950493887472,11.875335693359375,4616475,0.0,0.0,0.0
2023-06-26,11.829307894896072,11.829307894896072,11.721907949477004,11.767936706542969,3160114,0.0,0.0,0.0
2023-06-27,11.752593883729162,11.78327947879364,11.683551111933514,11.706565856933594,3527490,0.0,0.0,0.0
2023-06-28,11.76026552074601,11.76026552074601,11.714237493733808,11.72957992553711,3044100,0.0,0.0,0.0
2023-06-29,11.790951620595925,11.867665977702623,11.737252009582635,11.74492359161377,4406776,0.0,0.0,0.0
2023-06-30,11.721908514573741,11.721908514573741,11.622180145791614,11.698894500732422,6162403,0.0,0.0,0.0
2023-07-03,11.737252288977208,11.783280319055018,11.737252288977208,11.760266304016113,2357500,0.0,0.0,0.0
2023-07-04,11.783281926699186,11.852324712838055,11.760267908520378,11.844653129577637,4719382,0.0,0.0,0.0
2023-07-05,11.890678235851096,11.906021397647066,11.790949878983948,11.813963890075684,12780927,0.0,0.0,0.0
2023-07-06,11.783279199149101,11.783279199149101,11.660536821804154,11.683550834655762,8165547,0.0,0.0,0.0
2023-07-07,11.660538239513643,11.660538239513643,11.545467429662807,11.5684814453125,9644499,0.0,0.0,0.0
2023-07-10,11.61450942261337,11.637523436706404,11.522452634638912,11.537795066833496,6455804,0.0,0.0,0.0
2023-07-11,11.652867816914544,11.683553418035752,11.622182215793336,11.668210983276367,2871540,0.0,0.0,0.0
2023-07-12,11.668210082042835,11.70656726338231,11.59149571936389,11.691224098205566,6089100,0.0,0.0,0.0
2023-07-13,11.752593883729162,11.844650668922593,11.706565856933594,11.706565856933594,6466554,0.0,0.0,0.0
2023-07-14,11.790951938821015,11.913694328222553,11.790951938821015,11.890680313110352,9754145,0.0,0.0,0.0
2023-07-17,11.890678909173584,11.952050096628234,11.859993315446259,11.906022071838379,9295663,0.0,0.0,0.0
2023-07-18,12.014965831386554,12.014965831386554,11.867113595096113,11.944931030273438,6729941,0.22,0.0,0.0
2023-07-19,12.022747296829975,12.03831108016215,11.890458106994629,11.890458106994629,3141047,0.0,0.0,0.0
2023-07-20,11.89824098430963,11.90602287662037,11.859332264878034,11.874896049499512,2452176,0.0,0.0,0.0
2023-07-21,11.68035423176315,11.727044105529785,11.60253678598921,11.727044105529785,7869001,0.0,0.0,0.0
2023-07-24,11.727042852950001,11.727042852950001,11.641444265439286,11.664789199829102,8756500,0.0,0.0,0.0
2023-07-25,11.695917275644641,11.765952828416756,11.688136124764977,11.727044105529785,3920100,0.0,0.0,0.0
2023-07-26,11.73482444280712,11.73482444280712,11.594753355832578,11.602535247802734,9222600,0.0,0.0,0.0
2023-07-27,11.649225656975734,11.765951066030537,11.641443765139533,11.758169174194336,4125050,0.0,0.0,0.0
2023-07-28,11.81264117526842,11.898239755479779,11.781514351362288,11.85154914855957,5851250,0.0,0.0,0.0
2023-07-31,11.983839391247095,12.030530002279887,11.820423365815447,11.859332084655762,5565719,0.0,0.0,0.0
2023-08-01,11.89824098430963,11.937149703741227,11.835987330067917,11.874896049499512,2305300,0.0,0.0,0.0
2023-08-02,11.851549528012962,11.867113311525346,11.664788578596607,11.711479187011719,5886426,0.0,0.0,0.0
2023-08-04,11.672571091999735,11.688134876341001,11.610317438878837,11.664789199829102,3938140,0.0,0.0,0.0
2023-08-07,11.68035423176315,11.742607891533439,11.664790445759499,11.727044105529785,2314550,0.0,0.0,0.0
